Source	Target	Reference	edgeType	aPDL1TILScores	PDL1plusPDL1minusScores	Tim3Plus2Tim3MinusScores	TILN2CMVScores	TILN2naiveScores	TILN2EBVScores	TILN2tumorPBMCScores	acuteD5.2NScores	acuteD7.2NScores	T.D5.2NScores	T.D7.2NScores	T.D14.2NScores	T.D21.2NScores
NR4A2	glycolysis	Mognol et al, Exhaustion-associated regulatory regions in CD8+ tumor-infiltrating T cells , PNAS 2017.	promotes	0	0	0	0	0	0	0	0	0	0	0	0	0
NR4A3	glycolysis	Odagiu et al, NR4A3 controls CD8+ T cell metabolism and differentiation, J Immunol May 1, 2016, 196 (1 Supplement) 57.8	promotes	0	0	0	0	0	0	0	0	0	0	0	0	0
NRAS	MAPK1	Chen et al, 2000, The p38 Pathway Provides Negative Feedback for Ras Proliferative Signalings	promotes	1	0.938	0.889	0	0	0	0	0.333	0.222	0.111	0.333	0.111	0.444
NRAS	MAPK3	Chen et al, 2000, The p38 Pathway Provides Negative Feedback for Ras Proliferative Signalings	promotes	0.333	0.812	0.667	0	0	0	0	0.222	0.333	0	0	0	0.333
NRAS	MAPK8	Chen et al, 2000, The p38 Pathway Provides Negative Feedback for Ras Proliferative Signalings	promotes	0.667	0.5	0.222	0	0	0	0	0.889	0.778	0.667	0.778	1	0.667
PDCD1	AKT1	Bengsch et al, Bioenergetic Insufficiencies Due to Metabolic Alterations Regulated by the Inhibitory Receptor PD-1 Are an Early Driver of CD8+ T Cell Exhaustion	promotes	0.5	0.75	0.444	0.469	0.604	0.514	0.533	1	1	1	1	1	1
PDCD1	AKT2	Bengsch et al, Bioenergetic Insufficiencies Due to Metabolic Alterations Regulated by the Inhibitory Receptor PD-1 Are an Early Driver of CD8+ T Cell Exhaustion	promotes	0.667	0.75	0.778	0.49	0.495	0.514	0.524	0.556	0.111	0.444	0.222	0	0.111
PDCD1	AKT3	Bengsch et al, Bioenergetic Insufficiencies Due to Metabolic Alterations Regulated by the Inhibitory Receptor PD-1 Are an Early Driver of CD8+ T Cell Exhaustion	promotes	1	0.75	0.778	0.306	0.275	0.4	0.305	0	0.111	0	0.222	0.111	0.778
PDCD1	CD247	Kamphorst et al, Rescue of exhausted CD8 T cells by PD-1–targeted therapies is CD28-dependent	inhibits	0.333	0.875	0.222	0.673	0.538	0.786	0.571	0.667	0.778	1	1	1	1
PDCD1	CD28	Kamphorst et al, Rescue of exhausted CD8 T cells by PD-1–targeted therapies is CD28-dependent	inhibits	0.667	0.875	0.333	0.653	0.747	0.543	0.686	0	0	0	0	1	1
PDCD1	CD3D	Kamphorst et al, Rescue of exhausted CD8 T cells by PD-1–targeted therapies is CD28-dependent	inhibits	0.167	0.812	0.333	0.51	0.308	0.286	0.524	0.222	0.111	0.333	0.778	1	0.889
PDCD1	CD3E	Kamphorst et al, Rescue of exhausted CD8 T cells by PD-1–targeted therapies is CD28-dependent	inhibits	0.167	0.625	0.333	0.49	0.253	0.3	0.476	0.778	0.778	0.667	0.667	1	0.222
PDCD1	CD3G	Kamphorst et al, Rescue of exhausted CD8 T cells by PD-1–targeted therapies is CD28-dependent	inhibits	0.167	0.75	0.444	0.408	0.385	0.443	0.467	1	0.889	0.444	0.778	1	0
PDCD1	CD8A	Kamphorst et al, Rescue of exhausted CD8 T cells by PD-1–targeted therapies is CD28-dependent	inhibits	0.333	0.812	0.333	0.531	0.33	0.7	0.61	0.889	1	1	1	0.556	0
PDCD1	NR4A1	Mongol et al, Exhaustion-associated regulatory regions in CD8+ tumor-infiltrating T cells (correlation)	inhibits	0.5	0.688	0.556	0.429	0.275	0.329	0.371	0.889	1	0	0	0	0.222
PDCD1	BATF	Quigley et al, 2010, Transcriptional analysis of HIVspecific CD8A+ T cells shows that PDCD1 inhibits T cell function by upregulating BATF	promotes	0.5	0.625	0.556	0.469	0.549	0.457	0.543	1	1	1	1	1	1
PDCD1	HRAS	Boussiotis, Molecular and Biochemical Aspects of the PD-1 Checkpoint Pathway	inhibits	0	0.75	0.556	0.449	0.297	0.443	0.41	0.444	0.222	0	0.222	0	0
PDCD1	KRAS	Boussiotis, Molecular and Biochemical Aspects of the PD-1 Checkpoint Pathway	inhibits	0.667	0.75	0.667	0.51	0.462	0.543	0.648	0.889	1	1	1	1	1
PDCD1	NRAS	Boussiotis, Molecular and Biochemical Aspects of the PD-1 Checkpoint Pathway	inhibits	0.5	0.938	0.222	0	0	0	0	1	1	1	1	1	0.667
PDCD1	PIK3CA	Boussiotis, Molecular and Biochemical Aspects of the PD-1 Checkpoint Pathway	inhibits	0.5	0.875	0.667	0.531	0.725	0.714	0.657	0.778	0.667	1	0.889	0.778	0.889
PDCD1	PIK3CB	Boussiotis, Molecular and Biochemical Aspects of the PD-1 Checkpoint Pathway	inhibits	0.833	0	0.222	0.429	0.407	0.543	0.352	1	0.556	0.889	0.444	0.222	0.333
PDCD1	PIK3CG	Boussiotis, Molecular and Biochemical Aspects of the PD-1 Checkpoint Pathway	inhibits	0.167	0.75	0.222	0.429	0.473	0.6	0.533	0	0.222	0.222	0	0	0
PDCD1	PPARGC1A	Bengsch et al, 2016, Bioenergetic Insufficiencies Due to Metabolic Alterations Regulated by the Inhibitory Receptor PD-1 Are an Early Driver of CD8+ T Cell Exhaustion	inhibits	0.667	0.625	0.444	0.531	0.275	0.243	0.419	0.444	0.667	0.778	0.556	0.667	0.111
PDCD1	PRKCQ	Chen & Flies, 2013, Molecular mechanisms of T cell co-stimulation and co-inhibition	inhibits	0.5	0.688	0.444	0.49	0.527	0.514	0.505	0.333	1	1	1	1	1
PDCD1	SLC2A1	Schurich et al, 2016, Distinct Metabolic Requirements of Exhausted and Functional Virus-Specific CD8 T Cells in the Same Host	promotes	0.667	0.625	0.667	0.51	0.593	0.457	0.524	1	1	0.778	0.444	0	0.111
PDCD1	SLC2A2	Schurich et al, 2016, Distinct Metabolic Requirements of Exhausted and Functional Virus-Specific CD8 T Cells in the Same Host	promotes	1	0.625	0.444	0.571	0.549	0.543	0.676	0.667	0.667	0.778	0.667	0.667	0.889
PDCD1	SLC2A3	Schurich et al, 2016, Distinct Metabolic Requirements of Exhausted and Functional Virus-Specific CD8 T Cells in the Same Host	promotes	1	0.875	0.556	0.612	0.154	0.471	0.486	1	1	0	0	0	0.667
PDCD1	SLC2A4	Schurich et al, 2016, Distinct Metabolic Requirements of Exhausted and Functional Virus-Specific CD8 T Cells in the Same Host	promotes	0.667	0.875	0.111	0.531	0.582	0.386	0.571	1	1	1	1	1	1
PDCD1	SLC2A5	Schurich et al, 2016, Distinct Metabolic Requirements of Exhausted and Functional Virus-Specific CD8 T Cells in the Same Host	promotes	0.667	0.688	0.222	0.51	0.802	0.829	0.629	0.667	0.667	0.667	0.667	0.778	0.778
PDCD1	ZAP70	Xia et al, 2015, Signaling pathway and dysregulation of PD1 and its ligands in lymphoid malignancies	inhibits	0.667	0.625	0	0.51	0.275	0.271	0.41	0.111	0.333	0	0	0	0
PPARGC1A	proliferation	Schrping, 2016, The Tumor Microenvironment Represses T Cell Mitochondrial Biogenesis to Drive Intratumoral T Cell Metabolic Insufficiency and Dysfunction	promotes	0	0	0	0	0	0	0	0	0	0	0	0	0
PRDM1	BCL6	Shin et al, Epigenetic Modifications induced by the Transcriptional Repressor Blimp-1 regulate CD8+ T cell Memory Progression during Acute Virus Infection. Cimmino et al, Blimp-1 Attenuates Th1 Differentiation by Repression of ifng, tbx21, and bcl6 Gene Expression. Leong et al, 2016, CXCR5+ follicular cytotoxic T cells control viral infection in B cell follicles	inhibits	0.5	0.188	0.556	0	0	0	0	0.667	0.889	0.667	0.556	0.778	0.667
PRDM1	CXCR5	Leong et al, 2016, CXCR5+ follicular cytotoxic T cells control viral infection in B cell follicles	inhibits	0.667	0.625	0.444	0	0	0	0	0	0	0	0.667	0.333	0
PRDM1	ID3	Gong & Malek, Cytokine-Dependent Blimp-1 Expression in Activated T Cells Inhibits IL2 Production	inhibits	1	0.75	0.444	0	0	0	0	1	1	0	0.778	1	1
PRDM1	IL2	Gong & Malek, Cytokine-Dependent Blimp-1 Expression in Activated T Cells Inhibits IL2 Production	inhibits	0.833	0.562	0.556	0	0	0	0	0	0	0	0.667	0	0
PRDM1	MYC	lin et al, 1997, Repression of cmyc transcription by PRDM1, an inducer of terminal B cell differentiation	inhibits	0.833	0.625	0.333	0	0	0	0	1	1	0	0.667	0.333	0.667
PRDM1	NFATC1	Lu et al, 2014, Blimp-1 represses CD8 T cell expression of PD-1 using a feed-forward transcriptional circuit during acute viral infection	inhibits	0.5	0.75	0.333	0	0	0	0	0.778	0.667	1	0.333	1	0.667
PRDM1	PDCD1	Lu et al, 2014, Blimp-1 represses CD8 T cell expression of PD-1 using a feed-forward transcriptional circuit during acute viral infection	inhibits	0	0.625	0.667	0	0	0	0	0	0	0	0.667	0	0
PRDM1	TCF7	Leong et al, 2016, CXCR5+ follicular cytotoxic T cells control viral infection in B cell follicles	inhibits	1	0.688	0.556	0	0	0	0	1	1	1	0.333	1	1
PRKCQ	NFKB1	Lin et al, 2000, Protein kinase Ctheta participates in NFkappa B activation induced by CD3CD28 costimulation through selective activation of ikappa B kinase beta	promotes	0.167	0.938	0.667	0.388	0.495	0.543	0.419	0.889	0	0	0	0	0
PRKCQ	RELA	Lin et al, 2000, Protein kinase Ctheta participates in NFkappa B activation induced by CD3CD28 costimulation through selective activation of ikappa B kinase beta	promotes	0.667	0.625	0.556	0.388	0.527	0.557	0.61	0.222	0.556	1	1	1	0.778
REL	IRF4	Shaffer et al, IRF4: Immunity. Malignancy! Therapy?	promotes	1	0.562	0.889	0.408	0.473	0.443	0.41	0.222	0.222	1	1	0.889	0.778
RELA	IL2	Martins and Calame, 2008, Regulation and Functions of PRDM1 in T and B Lymphocytes	promotes	0.667	0.75	0	0.796	0.484	0.7	0.705	0.333	0.556	0	0	0	0.222
RELA	IL2RB	Liao et al, 2013, Interleukin2 at the Crossroads of Effector Responses, Tolerance, and Immunotherapy	promotes	0.667	0.75	0.889	0.286	0.308	0.414	0.419	0.333	0.556	0	0	0	0.222
RELA	IRF4	Shaffer et al, IRF4: Immunity. Malignancy! Therapy?	promotes	0.667	0.875	0.778	0.429	0.341	0.486	0.476	0.333	0.556	0	0	0	0.222
RELA	PDCD1	Bally et al, 2016, Genetic and Epigenetic Regulation of PDCD1 Expression 	promotes	0.5	0.688	0.778	0.571	0.352	0.314	0.6	0.333	0.556	0	0	0	0.222
RELA	PRDM1	Martins and Calame, 2008, Regulation and Functions of PRDM1 in T and B Lymphocytes	promotes	0.5	0.75	0.556	0	0	0	0	0.333	0.556	0	0.667	0	0.222
RELB	IRF4	Shaffer et al, IRF4: Immunity. Malignancy! Therapy?	promotes	1	0.812	0.778	0.408	0.659	0.314	0.438	0	0	0.111	0.222	0.889	0.667
RUNX3	BATF	Karuchi et al, 2014, The transcription factor BATF operates as an essential differentiation checkpoint in early effector CD8+ T cells	promotes	0.5	0.562	1	0.633	0.385	0.5	0.467	0.667	1	0	0	0.556	1
RUNX3	IFNG	Pham et al, 2012, Twist1 Regulates Ifng Expression in Th1 Cells by Interfering with Runx3 Function	promotes	0.833	0.688	1	0.367	0.549	0.314	0.381	0.667	1	0	0	0.556	1
SLC39A14	ZN	Jeong & Eide, 2013, The SLC39 family of zinc transporters	promotes	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC39A8	ZN	Jeong & Eide, 2013, The SLC39 family of zinc transporters	promotes	0	0	0	0	0	0	0	0	0	0	0	0	0
STAT1	BCL6	Nakayamada et al, 2014, Type I IFN induces binding of STAT1 to Bcl6: divergent roles of STAT family transcription factors in the T follicular helper cell genetic program Zhou et al, 2005, Induction of BCL6 gene expression by interferongamma and identifica	promotes	0.333	0.812	0.778	0.469	0.615	0.386	0.457	0.667	0.889	0.667	0.333	0.111	0.667
STAT1	CXCR5	Nakayamada et al, 2014, Type I IFN induces binding of STAT1 to Bcl6: divergent roles of STAT family transcription factors in the T follicular helper cell genetic program Zhou et al, 2005, Induction of BCL6 gene expression by interferongamma and identifica	inhibits	0.667	0.75	0.111	0.531	0.374	0.429	0.448	1	1	1	1	0.222	1
STAT1	PDCD1	Nakayamada et al, 2014, Type I IFN induces binding of STAT1 to Bcl6: divergent roles of STAT family transcription factors in the T follicular helper cell genetic program Zhou et al, 2005, Induction of BCL6 gene expression by interferongamma and identifica	promotes	0.667	0.688	0.889	0.551	0.648	0.729	0.648	0	0	0	0	0.889	0
STAT2	BCL6	Nakayamada et al, 2014, Type I IFN induces binding of STAT1 to Bcl6: divergent roles of STAT family transcription factors in the T follicular helper cell genetic program Zhou et al, 2005, Induction of BCL6 gene expression by interferongamma and identifica	promotes	0.667	0.688	0.556	0.286	0.824	0.586	0.514	0.333	0.667	0.667	0.222	0.222	0.778
STAT3	BATF	Karuchi et al, 2014, The transcription factor BATF operates as an essential differentiation checkpoint in early effector CD8+ T cells	promotes	0.5	0.5	0.667	0.551	0.725	0.714	0.629	0.667	0.556	0.889	1	1	1
STAT3	FOXO1	Oh et al, STAT3 Protein Promotes T-cell Survival and Inhibits Interleukin-2 Production through Up-regulation of Class O Forkhead Transcription Factors	promotes	0.833	0.5	0.778	0.612	0.374	0.4	0.419	0.333	0.444	0.222	0	0	0
STAT4	IFNG	Ramos et al, IFN-a  Is Not Sufficient to Drive Th1 Development Due to Lack of Stable T-bet Expression	promotes	0.5	0.812	0.778	0.347	0.209	0.286	0.457	1	1	0.889	1	1	0.778
STAT4	IFNGR1	Ramos et al, IFN-a  Is Not Sufficient to Drive Th1 Development Due to Lack of Stable T-bet Expression	promotes	0.667	0.625	0.889	0.408	0.615	0.8	0.495	1	1	0.667	1	1	0.778
STAT4	IFNGR2	Ramos et al, IFN-a  Is Not Sufficient to Drive Th1 Development Due to Lack of Stable T-bet Expression	promotes	0.667	0.875	0.556	0	0	0	0	0	0	0.111	0.111	0	0.222
STAT4	STAT1	Gil et al, 2012, Regulating type 1 IFN effects in CD8 T cells during viral infections: changing STAT4 and STAT1 expression for function	inhibits	0.5	0.875	0	0.51	0.67	0.657	0.667	1	1	0.889	1	0.111	0.778
STAT4	TBX21	Ramos et al, IFN-a  Is Not Sufficient to Drive Th1 Development Due to Lack of Stable T-bet Expression	promotes	0.833	0.625	0.222	0.653	0.209	0.6	0.495	1	1	0.889	1	1	0.778
TBX21	BCL6	Pepper et al, 2011, Opposing Signals from the Bcl6 Transcription Factor and the Interleukin-2 Receptor Generate T Helper 1 Central and Effector Memory Cells	inhibits	0.833	0.438	0.778	0.367	0.275	0.429	0.524	0.667	0.889	0.667	0.333	0.778	0.667
TBX21	BTLA	Kao et al, Transcription factor T-bet represses expression of the inhibitory receptor PD-1 and sustains virus-specific CD8+ T cell responses during chronic infection	inhibits	0.833	0	0.778	0.633	0.33	0.586	0.581	0.556	0.444	0	0	0.778	1
TBX21	CD160	Kao et al, Transcription factor T-bet represses expression of the inhibitory receptor PD-1 and sustains virus-specific CD8+ T cell responses during chronic infection	inhibits	0.667	0.625	0.333	0.49	0.418	0.443	0.552	0	0	0	0	0	0
TBX21	HAVCR2	Anderson et al, 210, T-bet, a Th1 transcription factor regulates the expression of Tim-3	promotes	0.833	0.75	0.556	0.327	0.868	0.414	0.552	1	1	1	1	1	1
TBX21	IFNG	Pham et al, 2012, Twist1 Regulates Ifng Expression in Th1 Cells by Interfering with Runx3 Function	promotes	0.5	0.625	0.444	0.408	0.824	0.457	0.543	1	1	1	1	1	1
TBX21	IL2RB	Lazarevic et al, 2013, T-bet: a bridge between innate and adaptive immunity	promotes	0.833	0.938	0.444	0.408	0.681	0.457	0.581	1	1	1	1	1	1
TBX21	LAG3	Kao et al, Transcription factor T-bet represses expression of the inhibitory receptor PD-1 and sustains virus-specific CD8+ T cell responses during chronic infection	inhibits	0.333	0.875	0.444	0.735	0.154	0.629	0.562	0	0	0	0	0	0
TBX21	PDCD1	Kao et al, Transcription factor T-bet represses expression of the inhibitory receptor PD-1 and sustains virus-specific CD8+ T cell responses during chronic infection	inhibits	0.5	0.812	0.778	0.551	0.187	0.671	0.6	0	0	0	0	0	0
TBX21	RUNX3	Pham et al, 2012, Twist1 Regulates Ifng Expression in Th1 Cells by Interfering with Runx3 Function	promotes	0.667	0.688	0.556	0.531	0.462	0.571	0.533	0.667	1	0	0	0.556	1
TBX21	ZEB2	Omilusik et al, 2015, Transcriptional repressor ZEB2 promotes terminal differentiation of CD8+ effector and memory T cell populations during infection	promotes	0.5	0.375	0.556	0.51	0.67	0.571	0.571	1	1	1	1	1	1
TCF3	CXCR5	Leong et al, 2016, CXCR5+ follicular cytotoxic T cells control viral infection in B cell follicles	promotes	0.667	0.688	0.556	0.51	0.33	0.414	0.448	0.889	0.889	0.444	0.556	0.333	0.222
TCF3	TCF7	Leong et al, 2016, CXCR5+ follicular cytotoxic T cells control viral infection in B cell follicles	promotes	0.833	0.688	0.444	0.653	0.692	0.586	0.581	0.111	0.111	0.556	0.556	1	0.889
TCF7	BCL6	Xu ey al, 2015, The transcription factor TCF-1 initiates the differentiation of TFH cells during acute viral infection	promotes	0.667	0.5	0.778	0.653	0.341	0.7	0.676	0.667	0.889	0.667	0.333	0.778	0.667
TCF7	CXCR5	Choi et al, 2015, EF1 and TCF7 orchestrate T(FH) differentiation by regulating differentiation circuits upstream of the transcriptional repressor Bcl6	promotes	0.667	0.875	0.444	0.673	0.44	0.629	0.571	0	0	0	0	0.333	0
TCF7	EOMES	Zhou et al, 2010, Differentiation and Persistence of Memory CD8A+ T Cells Depend on T Cell Factor 1	promotes	1	0.188	0.556	0.531	0.495	0.614	0.705	0	0	0	0	0	0
TCF7	GATA3	Yu et al, T cell factor 1 initiates the T helper type 2 fate by inducing the transcription factor GATA-3 and repressing interferon-g	promotes	0.5	0.875	0.556	0	0	0	0	0	0	0.111	0	1	0.333
TCF7	GZMA	Zhou et al, 2010, Differentiation and Persistence of Memory CD8A+ T Cells Depend on T Cell Factor 1	inhibits	1	0.688	0.778	0.694	0.868	0.629	0.638	1	1	1	1	1	1
TCF7	GZMB	Zhou et al, 2010, Differentiation and Persistence of Memory CD8A+ T Cells Depend on T Cell Factor 1	inhibits	0.833	1	0.667	0.449	0.846	0.629	0.619	1	1	1	1	1	1
TCF7	IFNG	Yu et al, T cell factor 1 initiates the T helper type 2 fate by inducing the transcription factor GATA-3 and repressing interferon-g	inhibits	0.833	0.75	0.444	0.592	0.78	0.829	0.581	1	1	1	1	1	1
TCF7	IFNGR1	Yu et al, T cell factor 1 initiates the T helper type 2 fate by inducing the transcription factor GATA-3 and repressing interferon-g	inhibits	1	0.562	0.333	0.714	0.527	0.457	0.581	1	1	0.778	1	1	1
TCF7	IFNGR2	Yu et al, T cell factor 1 initiates the T helper type 2 fate by inducing the transcription factor GATA-3 and repressing interferon-g	inhibits	0.167	0.5	0.667	0	0	0	0	0	0	0	0	0	0
TCF7	KLRG1	Zhou et al, 2010, Differentiation and Persistence of Memory CD8A+ T Cells Depend on T Cell Factor 1	inhibits	0.667	0.625	0.556	0.612	0.56	0.471	0.629	1	1	1	1	1	1
TCF7	MYC	Zhou et al, 2010, Differentiation and Persistence of Memory CD8A+ T Cells Depend on T Cell Factor 1	promotes	0.833	0.812	0.333	0.653	0.758	0.643	0.667	1	1	0	0	0.333	0.667
TCF7	PRDM1	Leong et al, 2016, CXCR5+ follicular cytotoxic T cells control viral infection in B cell follicles	inhibits	1	0.688	0.556	0	0	0	0	1	1	1	0.333	1	1
TCF7	PRF1	Xing et al, Tcf1 and Lef1 transcription factors establish CD8+ T cell identity through intrinsic HDAC activity	inhibits	1	1	0.333	0.551	0.846	0.7	0.667	1	1	1	0.889	0.778	1
TET1	DNMT3A	Tsagaratou et al, 2017, TET Methylcytosine Oxidases in T Cell and B Cell Development and Function. Tsagaratou et al, 2016, TET proteins regulate the lineage specification and TCR-mediated expansion of iNKT cells	inhibits	0.333	0.688	0.444	0	0	0	0	0.778	0.333	0.333	0.333	0.333	0.222
TET1	DNMT3B	Tsagaratou et al, 2017, TET Methylcytosine Oxidases in T Cell and B Cell Development and Function. Tsagaratou et al, 2016, TET proteins regulate the lineage specification and TCR-mediated expansion of iNKT cells	inhibits	0	0.562	0.222	0	0	0	0	0.667	0.444	1	1	1	1
TET1	DNMT3L	Tsagaratou et al, 2017, TET Methylcytosine Oxidases in T Cell and B Cell Development and Function. Tsagaratou et al, 2016, TET proteins regulate the lineage specification and TCR-mediated expansion of iNKT cells	inhibits	1	0.375	0.556	0	0	0	0	1	1	1	1	1	1
TET1	PDCD1	McPherson et al, 2014, Epigenetic modification of the PD-1 (Pdcd1) promoter in effector CD4+ T cells tolerized by peptide immunotherapy	promotes	0	0.688	0.333	0	0	0	0	0	0	0	0	0	0
TET2	DNMT3A	Tsagaratou et al, 2017, TET Methylcytosine Oxidases in T Cell and B Cell Development and Function. Tsagaratou et al, 2016, TET proteins regulate the lineage specification and TCR-mediated expansion of iNKT cells	inhibits	0.167	0	0.444	0.612	0.462	0.557	0.571	0.556	0.111	0.111	0.222	0.111	0.111
TET2	DNMT3B	Tsagaratou et al, 2017, TET Methylcytosine Oxidases in T Cell and B Cell Development and Function. Tsagaratou et al, 2016, TET proteins regulate the lineage specification and TCR-mediated expansion of iNKT cells	inhibits	0.5	0	0.222	0.265	0.604	0.343	0.619	0.444	0.222	0.778	0.667	0.778	0.667
TET2	DNMT3L	Tsagaratou et al, 2017, TET Methylcytosine Oxidases in T Cell and B Cell Development and Function. Tsagaratou et al, 2016, TET proteins regulate the lineage specification and TCR-mediated expansion of iNKT cells	inhibits	1	0	0.778	0.796	0.681	0.714	0.676	1	0.778	0.889	0.778	0.778	1
TET2	PDCD1	McPherson et al, 2014, Epigenetic modification of the PD-1 (Pdcd1) promoter in effector CD4+ T cells tolerized by peptide immunotherapy	promotes	0.5	0	0.333	0.429	0.516	0.643	0.419	0.222	0.444	0.222	0.333	0.222	0.333
TET3	DNMT3A	Tsagaratou et al, 2017, TET Methylcytosine Oxidases in T Cell and B Cell Development and Function. Tsagaratou et al, 2016, TET proteins regulate the lineage specification and TCR-mediated expansion of iNKT cells	inhibits	0	0	0.333	0.469	0.527	0.429	0.457	0.778	0.333	0.333	0.333	0.333	0.222
TET3	DNMT3B	Tsagaratou et al, 2017, TET Methylcytosine Oxidases in T Cell and B Cell Development and Function. Tsagaratou et al, 2016, TET proteins regulate the lineage specification and TCR-mediated expansion of iNKT cells	inhibits	0.333	0	0.333	0.531	0.451	0.386	0.61	0.667	0.444	1	1	1	1
TET3	DNMT3L	Tsagaratou et al, 2017, TET Methylcytosine Oxidases in T Cell and B Cell Development and Function. Tsagaratou et al, 2016, TET proteins regulate the lineage specification and TCR-mediated expansion of iNKT cells	inhibits	1	0	0.444	0.51	0.516	0.543	0.6	1	1	1	1	1	1
TET3	PDCD1	McPherson et al, 2014, Epigenetic modification of the PD-1 (Pdcd1) promoter in effector CD4+ T cells tolerized by peptide immunotherapy	promotes	0.333	0	0.444	0.367	0.505	0.471	0.41	0	0	0	0	0	0
TIGIT	MAPK1	Martinet & Smyth, 2015, Balancing natural killer cell activation through paired receptors	inhibits	0.333	0	0.444	0.673	0.681	0.571	0.648	0.333	0.222	0.111	0.333	0.111	0.111
TIGIT	MAPK3	Martinet & Smyth, 2015, Balancing natural killer cell activation through paired receptors	inhibits	0.833	0	0.444	0.429	0.418	0.343	0.267	0.222	0.333	0	0	0	0
TIGIT	NFKB1	Martinet & Smyth, 2015, Balancing natural killer cell activation through paired receptors	inhibits	0.833	0	0.222	0.408	0.703	0.486	0.448	0.222	0	0	0	0	0
TIGIT	NFKB2	Martinet & Smyth, 2015, Balancing natural killer cell activation through paired receptors	inhibits	0.667	0	0.333	0	0	0	0	0.889	0.778	0.444	0.222	0	0.333
TIGIT	PIK3CA	Martinet & Smyth, 2015, Balancing natural killer cell activation through paired receptors	inhibits	0.667	0	0.333	0.551	0.703	0.729	0.543	0.778	0.667	1	0.889	0.778	0.889
TIGIT	PIK3CB	Martinet & Smyth, 2015, Balancing natural killer cell activation through paired receptors	inhibits	0.667	0	0.333	0.49	0.527	0.486	0.619	1	0.556	0.889	0.444	0.222	0.333
TIGIT	PIK3CG	Martinet & Smyth, 2015, Balancing natural killer cell activation through paired receptors	inhibits	0.333	0	0.333	0.367	0.473	0.7	0.543	0	0.222	0.222	0	0	0
TIGIT	REL	Martinet & Smyth, 2015, Balancing natural killer cell activation through paired receptors	inhibits	0.667	0	0.222	0.612	0.516	0.743	0.552	0.778	0.778	0	0	0.111	0.222
TIGIT	RELA	Martinet & Smyth, 2015, Balancing natural killer cell activation through paired receptors	inhibits	0.667	0	0.333	0.449	0.736	0.714	0.6	0.667	0.556	1	1	1	0.778
TIGIT	RELB	Martinet & Smyth, 2015, Balancing natural killer cell activation through paired receptors	inhibits	0.833	0	0.556	0.592	0.352	0.529	0.514	1	1	0.889	0.778	0.111	0.333
TNF	NFKB1	Beyer et al, 2016, Tumor-necrosis factor impairs CD4+ T cell–mediated immunological control in chronic viral infection	promotes	0.833	0.938	1	0.571	0.495	0.629	0.648	0.333	0.222	1	1	0.111	0.333
TNF	NFKB2	Beyer et al, 2016, Tumor-necrosis factor impairs CD4+ T cell–mediated immunological control in chronic viral infection	promotes	1	0.938	0.667	0	0	0	0	0.667	0.778	0.556	0.778	0.111	0.667
TNF	REL	Beyer et al, 2016, Tumor-necrosis factor impairs CD4+ T cell–mediated immunological control in chronic viral infection	promotes	1	0.812	1	0.531	0.549	0.614	0.6	0.222	0.556	1	1	0.222	0.556
TNF	RELA	Beyer et al, 2016, Tumor-necrosis factor impairs CD4+ T cell–mediated immunological control in chronic viral infection	promotes	0.667	0.938	0.889	0.571	0.429	0.657	0.476	0.778	0.444	0	0	0.889	0.444
TNF	RELB	Beyer et al, 2016, Tumor-necrosis factor impairs CD4+ T cell–mediated immunological control in chronic viral infection	promotes	1	0.938	0.667	0.653	0.769	0.671	0.657	0.444	0.778	0.111	0.222	0.222	0.667
TNFRSF1A	TNF	Beyer et al, 2016, Tumor-necrosis factor impairs CD4+ T cell–mediated immunological control in chronic viral infection	promotes	0.333	0.562	0.778	0.633	0.319	0.514	0.638	0.667	0.667	0	0.111	0.111	0.333
TNFRSF1B	TNF	Beyer et al, 2016, Tumor-necrosis factor impairs CD4+ T cell–mediated immunological control in chronic viral infection	promotes	0.5	0.75	0.667	0.49	0.868	0.543	0.495	0.556	0.222	1	1	0.111	0.333
TNFRSF9	CD247	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0.667	0.625	0.556	0.551	0.407	0.3	0.343	0.667	0.556	0	0	0	0
TNFRSF9	CD28	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0.667	0.688	0.889	0.673	0.275	0.571	0.571	0.667	0.222	1	1	0	0
TNFRSF9	CD3D	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0.833	0.688	0.667	0.714	0.758	0.8	0.81	0.667	0.333	0.667	0.222	0	0.111
TNFRSF9	CD3E	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0.667	0.625	0.444	0.673	0.769	0.814	0.752	0.556	0.556	0.444	0.333	0	0.778
TNFRSF9	CD3G	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0.833	0.562	0.556	0.633	0.626	0.686	0.457	0.333	0.889	0.556	0.222	0	1
TNFRSF9	CD8A	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	1	0.5	0.667	0.592	0.835	0.4	0.343	0.444	0.778	0	0	0.444	1
