source	target	Reference	interaction	pos2NaiveScores	neg2NaiveScores	tex2NaiveScores	acute2NaiveScores	tex2AcuteScores	pos2NegScores
STAT4	IFNG	Ramos et al, IFN-a  Is Not Sufficient to Drive Th1 Development Due to Lack of Stable T-bet Expression	promotes	0.615	0.692	0.438	0.929	0.643	0.105
STAT4	IFNGR1	Ramos et al, IFN-a  Is Not Sufficient to Drive Th1 Development Due to Lack of Stable T-bet Expression	promotes	0.308	0.385	0.75	0.893	0.893	0.105
STAT4	IFNGR2	Ramos et al, IFN-a  Is Not Sufficient to Drive Th1 Development Due to Lack of Stable T-bet Expression	promotes	0.385	0.308	0	0	0	0.632
STAT4	STAT1	Gil et al, 2012, Regulating type 1 IFN effects in CD8 T cells during viral infections: changing STAT4 and STAT1 expression for function	inhibits	0.231	0.538	0.062	0.821	0.429	0.053
STAT4	TBX21	Ramos et al, IFN-a  Is Not Sufficient to Drive Th1 Development Due to Lack of Stable T-bet Expression	promotes	0	0	0	0	0	0
TBX21	BCL6	Pepper et al, 2011, Opposing Signals from the Bcl6 Transcription Factor and the Interleukin-2 Receptor Generate T Helper 1 Central and Effector Memory Cells	inhibits	0	0	0	0	0	0
TBX21	BTLA	Kao et al, Transcription factor T-bet represses expression of the inhibitory receptor PD-1 and sustains virus-specific CD8+ T cell responses during chronic infection	inhibits	0	0	0	0	0	0
TBX21	CD160	Kao et al, Transcription factor T-bet represses expression of the inhibitory receptor PD-1 and sustains virus-specific CD8+ T cell responses during chronic infection	inhibits	0	0	0	0	0	0
TBX21	HAVCR2	Anderson et al, 210, T-bet, a Th1 transcription factor regulates the expression of Tim-3	promotes	0	0	0	0	0	0
TBX21	IFNG	Pham et al, 2012, Twist1 Regulates Ifng Expression in Th1 Cells by Interfering with Runx3 Function	promotes	0	0	0	0	0	0
TBX21	IL2RB	Lazarevic et al, 2013, T-bet: a bridge between innate and adaptive immunity	promotes	0	0	0	0	0	0
TBX21	LAG3	Kao et al, Transcription factor T-bet represses expression of the inhibitory receptor PD-1 and sustains virus-specific CD8+ T cell responses during chronic infection	inhibits	0	0	0	0	0	0
TBX21	PDCD1	Kao et al, Transcription factor T-bet represses expression of the inhibitory receptor PD-1 and sustains virus-specific CD8+ T cell responses during chronic infection	inhibits	0	0	0	0	0	0
TBX21	RUNX3	Pham et al, 2012, Twist1 Regulates Ifng Expression in Th1 Cells by Interfering with Runx3 Function	promotes	0	0	0	0	0	0
TBX21	ZEB2	Omilusik et al, 2015, Transcriptional repressor ZEB2 promotes terminal differentiation of CD8+ effector and memory T cell populations during infection	promotes	0	0	0	0	0	0
TCF3	CXCR5	Leong et al, 2016, CXCR5+ follicular cytotoxic T cells control viral infection in B cell follicles	promotes	0	0.769	0.5	0.786	0.607	0.579
TCF3	TCF7	Leong et al, 2016, CXCR5+ follicular cytotoxic T cells control viral infection in B cell follicles	promotes	0.923	0.923	0.5	0.429	0.464	0.579
TCF7	BCL6	Xu ey al, 2015, The transcription factor TCF-1 initiates the differentiation of TFH cells during acute viral infection	promotes	0.385	1	0.5	0.679	0.536	1
TCF7	CXCR5	Choi et al, 2015, EF1 and TCF7 orchestrate T(FH) differentiation by regulating differentiation circuits upstream of the transcriptional repressor Bcl6	promotes	0.077	0.846	0	0.571	0.286	1
TCF7	EOMES	Zhou et al, 2010, Differentiation and Persistence of Memory CD8A+ T Cells Depend on T Cell Factor 1	promotes	0.077	0.077	0	0.214	0.357	1
TCF7	GATA3	Yu et al, T cell factor 1 initiates the T helper type 2 fate by inducing the transcription factor GATA-3 and repressing interferon-g	promotes	1	0.385	0.312	0.429	0.929	0.105
TCF7	GZMA	Zhou et al, 2010, Differentiation and Persistence of Memory CD8A+ T Cells Depend on T Cell Factor 1	inhibits	1	1	1	0.679	0.714	1
TCF7	GZMB	Zhou et al, 2010, Differentiation and Persistence of Memory CD8A+ T Cells Depend on T Cell Factor 1	inhibits	1	1	1	0.786	0.821	1
TCF7	IFNG	Yu et al, T cell factor 1 initiates the T helper type 2 fate by inducing the transcription factor GATA-3 and repressing interferon-g	inhibits	1	1	1	0.786	0.179	1
TCF7	IFNGR1	Yu et al, T cell factor 1 initiates the T helper type 2 fate by inducing the transcription factor GATA-3 and repressing interferon-g	inhibits	0.077	0.385	0.188	0.75	0.286	1
TCF7	IFNGR2	Yu et al, T cell factor 1 initiates the T helper type 2 fate by inducing the transcription factor GATA-3 and repressing interferon-g	inhibits	0	0	0	0	0	0.263
TCF7	KLRG1	Zhou et al, 2010, Differentiation and Persistence of Memory CD8A+ T Cells Depend on T Cell Factor 1	inhibits	1	1	0.875	0.786	0.286	1
TCF7	MYC	Zhou et al, 2010, Differentiation and Persistence of Memory CD8A+ T Cells Depend on T Cell Factor 1	promotes	0.846	1	0.938	0.571	0.857	0.737
TCF7	PRDM1	Leong et al, 2016, CXCR5+ follicular cytotoxic T cells control viral infection in B cell follicles	inhibits	0	0	0	0.143	0.214	0
TCF7	PRF1	Xing et al, Tcf1 and Lef1 transcription factors establish CD8+ T cell identity through intrinsic HDAC activity	inhibits	1	1	1	0.786	0.464	0.947
TET1	DNMT3A	Tsagaratou et al, 2017, TET Methylcytosine Oxidases in T Cell and B Cell Development and Function. Tsagaratou et al, 2016, TET proteins regulate the lineage specification and TCR-mediated expansion of iNKT cells	inhibits	0.077	0.308	0.188	0.321	0.5	0.474
TET1	DNMT3B	Tsagaratou et al, 2017, TET Methylcytosine Oxidases in T Cell and B Cell Development and Function. Tsagaratou et al, 2016, TET proteins regulate the lineage specification and TCR-mediated expansion of iNKT cells	inhibits	0.846	0.923	0	0	0	0.789
TET1	DNMT3L	Tsagaratou et al, 2017, TET Methylcytosine Oxidases in T Cell and B Cell Development and Function. Tsagaratou et al, 2016, TET proteins regulate the lineage specification and TCR-mediated expansion of iNKT cells	inhibits	0.385	0.231	0	0	0	0.368
TET1	PDCD1	McPherson et al, 2014, Epigenetic modification of the PD-1 (Pdcd1) promoter in effector CD4+ T cells tolerized by peptide immunotherapy	promotes	0	0	0.75	0.714	0.286	0.105
TET2	DNMT3A	Tsagaratou et al, 2017, TET Methylcytosine Oxidases in T Cell and B Cell Development and Function. Tsagaratou et al, 2016, TET proteins regulate the lineage specification and TCR-mediated expansion of iNKT cells	inhibits	0.077	0.154	0	0	0	0.579
TET2	DNMT3B	Tsagaratou et al, 2017, TET Methylcytosine Oxidases in T Cell and B Cell Development and Function. Tsagaratou et al, 2016, TET proteins regulate the lineage specification and TCR-mediated expansion of iNKT cells	inhibits	0.846	0.462	0	0	0	0.368
TET2	DNMT3L	Tsagaratou et al, 2017, TET Methylcytosine Oxidases in T Cell and B Cell Development and Function. Tsagaratou et al, 2016, TET proteins regulate the lineage specification and TCR-mediated expansion of iNKT cells	inhibits	0.385	0.231	0	0	0	0.211
TET2	PDCD1	McPherson et al, 2014, Epigenetic modification of the PD-1 (Pdcd1) promoter in effector CD4+ T cells tolerized by peptide immunotherapy	promotes	0	0.462	0	0	0	0.421
TET3	DNMT3A	Tsagaratou et al, 2017, TET Methylcytosine Oxidases in T Cell and B Cell Development and Function. Tsagaratou et al, 2016, TET proteins regulate the lineage specification and TCR-mediated expansion of iNKT cells	inhibits	0.077	0.308	0	0	0	0.421
TET3	DNMT3B	Tsagaratou et al, 2017, TET Methylcytosine Oxidases in T Cell and B Cell Development and Function. Tsagaratou et al, 2016, TET proteins regulate the lineage specification and TCR-mediated expansion of iNKT cells	inhibits	0.846	0.923	0	0	0	0.526
TET3	DNMT3L	Tsagaratou et al, 2017, TET Methylcytosine Oxidases in T Cell and B Cell Development and Function. Tsagaratou et al, 2016, TET proteins regulate the lineage specification and TCR-mediated expansion of iNKT cells	inhibits	0.385	0.231	0	0	0	0.316
TET3	PDCD1	McPherson et al, 2014, Epigenetic modification of the PD-1 (Pdcd1) promoter in effector CD4+ T cells tolerized by peptide immunotherapy	promotes	0	0	0	0	0	0.368
TIGIT	MAPK1	Martinet & Smyth, 2015, Balancing natural killer cell activation through paired receptors	inhibits	0	0	0	0	0	0
TIGIT	MAPK3	Martinet & Smyth, 2015, Balancing natural killer cell activation through paired receptors	inhibits	0	0	0	0	0	0
TIGIT	NFKB1	Martinet & Smyth, 2015, Balancing natural killer cell activation through paired receptors	inhibits	0	0	0	0	0	0
TIGIT	NFKB2	Martinet & Smyth, 2015, Balancing natural killer cell activation through paired receptors	inhibits	0	0	0	0	0	0
TIGIT	PIK3CA	Martinet & Smyth, 2015, Balancing natural killer cell activation through paired receptors	inhibits	0	0	0	0	0	0
TIGIT	PIK3CB	Martinet & Smyth, 2015, Balancing natural killer cell activation through paired receptors	inhibits	0	0	0	0	0	0
TIGIT	PIK3CG	Martinet & Smyth, 2015, Balancing natural killer cell activation through paired receptors	inhibits	0	0	0	0	0	0
TIGIT	REL	Martinet & Smyth, 2015, Balancing natural killer cell activation through paired receptors	inhibits	0	0	0	0	0	0
TIGIT	RELA	Martinet & Smyth, 2015, Balancing natural killer cell activation through paired receptors	inhibits	0	0	0	0	0	0
TIGIT	RELB	Martinet & Smyth, 2015, Balancing natural killer cell activation through paired receptors	inhibits	0	0	0	0	0	0
TNF	NFKB1	Beyer et al, 2016, Tumor-necrosis factor impairs CD4+ T cell–mediated immunological control in chronic viral infection	promotes	0.231	1	0.125	0.357	0.214	0.789
TNF	NFKB2	Beyer et al, 2016, Tumor-necrosis factor impairs CD4+ T cell–mediated immunological control in chronic viral infection	promotes	0.615	0.538	0.812	0.714	0.786	1
TNF	REL	Beyer et al, 2016, Tumor-necrosis factor impairs CD4+ T cell–mediated immunological control in chronic viral infection	promotes	0.846	0.462	0.938	0.679	0.821	0.947
TNF	RELA	Beyer et al, 2016, Tumor-necrosis factor impairs CD4+ T cell–mediated immunological control in chronic viral infection	promotes	0.231	0.385	0.25	0.571	0.321	0.632
TNF	RELB	Beyer et al, 2016, Tumor-necrosis factor impairs CD4+ T cell–mediated immunological control in chronic viral infection	promotes	0.385	0.538	0.812	0.714	0.786	0.947
TNFRSF1A	TNF	Beyer et al, 2016, Tumor-necrosis factor impairs CD4+ T cell–mediated immunological control in chronic viral infection	promotes	0.154	0.538	0.688	0.571	0.607	0.316
TNFRSF1B	TNF	Beyer et al, 2016, Tumor-necrosis factor impairs CD4+ T cell–mediated immunological control in chronic viral infection	promotes	0.769	0	0.688	0.607	0.429	0.158
TNFRSF9	CD247	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.062	0.643	0.107	0
TNFRSF9	CD28	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.75	0.286	0.393	0
TNFRSF9	CD3D	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.25	0.643	0.214	0
TNFRSF9	CD3D	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.25	0.643	0.214	0
TNFRSF9	CD3D	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.25	0.643	0.214	0
TNFRSF9	CD3D	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.25	0.643	0.214	0
TNFRSF9	CD3D	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.25	0.643	0.214	0
TNFRSF9	CD3D	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.25	0.643	0.214	0
TNFRSF9	CD3D	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.25	0.643	0.214	0
TNFRSF9	CD3D	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.25	0.643	0.214	0
TNFRSF9	CD3D	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.25	0.643	0.214	0
TNFRSF9	CD3D	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.25	0.643	0.214	0
TNFRSF9	CD3D	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.25	0.643	0.214	0
TNFRSF9	CD3D	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.25	0.643	0.214	0
TNFRSF9	CD3D	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.25	0.643	0.214	0
TNFRSF9	CD3D	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.25	0.643	0.214	0
TNFRSF9	CD3D	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.25	0.643	0.214	0
TNFRSF9	CD3E	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.75	0.571	0.679	0
TNFRSF9	CD3E	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.75	0.571	0.679	0
TNFRSF9	CD3E	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.75	0.571	0.679	0
TNFRSF9	CD3E	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.75	0.571	0.679	0
TNFRSF9	CD3E	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.75	0.571	0.679	0
TNFRSF9	CD3E	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.75	0.571	0.679	0
TNFRSF9	CD3E	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.75	0.571	0.679	0
TNFRSF9	CD3E	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.75	0.571	0.679	0
TNFRSF9	CD3E	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.75	0.571	0.679	0
TNFRSF9	CD3E	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.75	0.571	0.679	0
TNFRSF9	CD3E	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.75	0.571	0.679	0
TNFRSF9	CD3E	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.75	0.571	0.679	0
TNFRSF9	CD3E	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.75	0.571	0.679	0
TNFRSF9	CD3E	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.75	0.571	0.679	0
TNFRSF9	CD3E	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.75	0.571	0.679	0
TNFRSF9	CD3G	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.562	0.571	0.643	0
TNFRSF9	CD3G	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.562	0.571	0.643	0
TNFRSF9	CD3G	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.562	0.571	0.643	0
TNFRSF9	CD3G	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.562	0.571	0.643	0
TNFRSF9	CD3G	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.562	0.571	0.643	0
TNFRSF9	CD3G	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.562	0.571	0.643	0
TNFRSF9	CD3G	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.562	0.571	0.643	0
TNFRSF9	CD3G	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.562	0.571	0.643	0
TNFRSF9	CD3G	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.562	0.571	0.643	0
TNFRSF9	CD3G	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.562	0.571	0.643	0
TNFRSF9	CD3G	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.562	0.571	0.643	0
TNFRSF9	CD3G	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.562	0.571	0.643	0
TNFRSF9	CD3G	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.562	0.571	0.643	0
TNFRSF9	CD3G	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.562	0.571	0.643	0
TNFRSF9	CD3G	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0.562	0.571	0.643	0
TNFRSF9	CD8A	Nam et al, 2005, Cross-Linking of 4-1BB Activates TCR-Signaling Pathways in CD8+ T Lymphocytes	promotes	0	0	0	0.607	0.214	0
TNFRSF9	FOXO1	Lee et al , 2013, 4-1BB Signaling Activates the T Cell Factor 1 Effector/ß-Catenin Pathway with Delayed Kinetics via ERK Signaling and Delayed PI3K/AKT Activation to Promote the Proliferation of CD8+ T Cells	inhibits	0	0	0	0	0	0
ZAP70	Adhesion	Muller and Rao, 2008, NFAT, immunity and cancer: a transcription factor comes of age	promotes	0	0	0	0	0	0
ZAP70	CA	Muller and Rao, 2008, NFAT, immunity and cancer: a transcription factor comes of age	promotes	0	0	0	0	0	0
ZAP70	HRAS	Muller and Rao, 2008, NFAT, immunity and cancer: a transcription factor comes of age	promotes	0	0	0	0	0	0
ZAP70	KRAS	Muller and Rao, 2008, NFAT, immunity and cancer: a transcription factor comes of age	promotes	0	0	0.375	0.679	0.5	0
ZAP70	NRAS	Muller and Rao, 2008, NFAT, immunity and cancer: a transcription factor comes of age	promotes	0	0	0.312	0.357	0.821	0
ZAP70	PRKCQ	Dustin, PKC-?: hitting the bull’s eye, 20011. Pollizzi and Powell, 2014, Integrating canonical and metabolic  signalling programmes in the regulation of T cell responses	promotes	0	0	0.375	0.821	0.357	0
ZEB1	IL2	Katsuyama et al, 2016, Downregulation of miR-200a-3p, Targeting CtBP2 Complex, Is Involved in the Hypoproduction of IL-2 in Systemic Lupus Erythematosus–Derived T Cells	inhibits	1	0.846	0.562	0.607	0.643	0.105
ZEB2	IL2	Katsuyama et al, 2016, Downregulation of miR-200a-3p, Targeting CtBP2 Complex, Is Involved in the Hypoproduction of IL-2 in Systemic Lupus Erythematosus–Derived T Cells	inhibits	0	0.154	0	0	0	0.474
ZEB2	TBX21	Dominguez et al, 2015, The transcription factors ZEB2 and T-bet cooperate to program cytotoxic T cell terminal differentiation in response to LCMV viral infection	promotes	0	0	0	0	0	0
ZN	MT1	Lazarczyk et al, 2012, EVER Proteins, Key Elements of the Natural AntiHuman Papillomavirus Barrier, Are Regulated upon TCell Activation	promotes	0	0	0	0	0	0
ZN	MT2	Lazarczyk et al, 2012, EVER Proteins, Key Elements of the Natural AntiHuman Papillomavirus Barrier, Are Regulated upon TCell Activation	promotes	0	0	0	0	0	0
